trade_date,symbol,open,high,low,close,settlement,volume,turnover,open_interest,open_interest_change,source,source_tier,is_simulated,lineage_status,main_contract,contract,roll_flag,previous_contract,next_contract,adjustment_method,adjustment_value,adjusted_close,true_contract_return,analysis_return,cleaning_flags,research_eligible,near_contract,near_price,far_contract,far_price,spread,roll_yield_user,roll_yield_research,return,atr14,rv5,rv10,rv20,rv60,skew20,kurtosis20,skew60,kurtosis60,skew120,kurtosis120,skew250,kurtosis250,var95,cvar95,var99,cvar99,var99_sample_status,drawdown,max_drawdown_250,drawdown_duration,amihud,amihud_status,vol_cone_p10_20,vol_cone_p50_20,vol_cone_p90_20,vol_cone_p10_60,vol_cone_p50_60,vol_cone_p90_60,vol_cone_p10_120,vol_cone_p50_120,vol_cone_p90_120,vol_cone_p10_250,vol_cone_p50_250,vol_cone_p90_250,oi_level,oi_change,oi_change_pct,oi_percentile_250,price_oi_quadrant,volume_oi,top20_long,top20_short,top20_net,top20_net_ratio,basis,basis_momentum_20,basis_status,crowding_percentile,positioning_status,ma5,ma_slope_5,momentum5,ma10,ma_slope_10,momentum10,ma20,ma_slope_20,momentum20,ma60,ma_slope_60,momentum60,momentum_acceleration,price_pct_20,price_pct_60,price_pct_120,price_pct_250,hurst_rs_120,hurst_algorithm,fractal_katz_120,fractal_algorithm,rv_term_structure,group,relative_strength,breadth,black_breadth,new_energy_breadth,market_state,previous_state,state_change,future_return_1d,mae_1d,mfe_1d,future_return_5d,mae_5d,mfe_5d,future_return_10d,mae_10d,mfe_10d,future_return_20d,mae_20d,mfe_20d,future_return_40d,mae_40d,mfe_40d,future_max_20,future_min_20,event_type,event_id
2020-04-02,HC,2985.0,3087.0,2933.0,3078.0,3004.0,526814,,444628,-41892.0,SINA_PUBLIC_API,4,False,complete,HC2010,HC2010,False,HC2010,,forward_additive,179.0,3257.0,0.026342114038012676,0.024858401510383876,none,True,HC2005,3220.0,HC2010,3078.0,142.0,-0.044099378881987575,0.044099378881987575,0.024858401510383876,91.85714285714286,0.2879648600287118,0.2916959102652145,0.21598500930450065,0.24252807289660827,0.08869726734337657,0.7724438679481971,-2.082281840312033,10.221357291702438,,,,,,,,,insufficient_sample,-0.10595662915179793,-0.12764205325281364,55,,missing_turnover,0.15037687802442026,0.16487118871143092,0.2148449583452755,0.23588310096849427,0.24392173469419384,0.26510802765410496,0.23588310096849427,0.24392173469419384,0.26510802765410496,0.23588310096849427,0.24392173469419384,0.26510802765410496,444628,-41892.0,-0.08610540162788782,0.9833333333333333,PRICE_UP_OI_DOWN,1.1848421601878425,,,,,,,missing_spot_benchmark,,missing_holdings,3249.8,-0.0037797367467697018,-0.011232544019429302,3281.1,-0.006971408400988355,-0.05016039661708949,3381.95,-0.00299416022252319,-0.06488659201837499,3446.266666666667,-0.0010311749340863098,,0.004989103985164445,0.2,0.08333333333333333,0.08333333333333333,,,R/S,,Katz,1.1873465062804238,black,0.2,0.0,0.0,,LONG_LIQUIDATION,TRANSITION,TRANSITION -> LONG_LIQUIDATION,-0.013202333435677005,-0.013202333435677005,-0.013202333435677005,0.040221062327295165,-0.013202333435677005,0.040221062327295165,0.04820386859072756,-0.013202333435677005,0.04820386859072756,0.05219527172244387,-0.013202333435677005,0.05219527172244387,0.13724286152901444,-0.013202333435677005,0.15259441203561552,0.05219527172244387,-0.013202333435677005,LOW_CONTINUE,HC_2020-04-02_LOW_CONTINUE
2020-05-18,HC,3365.0,3555.0,3358.0,3440.0,3426.0,342040,,472107,-2176.0,SINA_PUBLIC_API,4,False,complete,HC2010,HC2010,False,HC2010,,forward_additive,179.0,3619.0,0.022288261515601704,0.02116252821670428,none,True,HC2010,3440.0,HC2101,3338.0,102.0,-0.029651162790697676,0.029651162790697676,0.02116252821670428,56.214285714285715,0.13582570950343106,0.11902197314918901,0.1383276036461127,0.18371270594996197,0.23117499256038765,-0.3728950354086927,-0.11150616013018068,0.5332352253424829,-2.092519343435136,11.353933520739789,,,,,,,insufficient_sample,-0.006587976942080687,-0.12764205325281364,83,,missing_turnover,0.12510916856238996,0.17640528727787316,0.2336516830926551,0.1799105229959683,0.24288109130149904,0.26045001094537407,0.1799105229959683,0.24288109130149904,0.26045001094537407,0.1799105229959683,0.24288109130149904,0.26045001094537407,472107,-2176.0,-0.004587978063729903,0.9545454545454546,PRICE_UP_OI_DOWN,0.7244967772136401,,,,,,,missing_spot_benchmark,,missing_holdings,3542.8,0.00460872076234482,0.031641961231470894,3502.9,0.005756409879878977,0.08418214499700416,3437.05,0.0024891009779663075,0.0722962962962963,3408.1,0.0006505644603405525,0.06004686584651431,0.013567887157396818,1.0,1.0,0.9659090909090909,,0.9237134032141537,R/S,1.0000216152721084,Katz,0.7393375912737689,black,0.8,1.0,1.0,,HEALTHY_TREND,HEALTHY_TREND,UNCHANGED,0.008013263332412368,0.008013263332412368,0.008013263332412368,-0.009671179883945835,-0.009671179883945835,0.008013263332412368,0.030118817352859928,-0.009671179883945835,0.030118817352859928,0.02569770654877046,-0.009671179883945835,0.03951367781155013,0.09201436861011336,-0.009671179883945835,0.09201436861011336,0.03951367781155013,-0.009671179883945835,HIGH_CONTINUE,HC_2020-05-18_HIGH_CONTINUE
2020-05-19,HC,3437.0,3492.0,3430.0,3469.0,3465.0,236149,,478821,6714.0,SINA_PUBLIC_API,4,False,complete,HC2010,HC2010,False,HC2010,,forward_additive,179.0,3648.0,0.008430232558139572,0.008013263332412368,none,True,HC2010,3469.0,HC2101,3359.0,110.0,-0.03170942634765062,0.03170942634765062,0.008013263332412368,58.0,0.12798260068798015,0.11161296213404616,0.13638894932906,0.1840989348507107,0.269903915004684,-0.20865833215657278,-0.15393464945540508,0.5131451916779195,-2.110221975692242,11.463264751614915,,,,,,,insufficient_sample,0.0,-0.12764205325281364,0,,missing_turnover,0.12510916856238996,0.1597651931155406,0.20410140138378857,0.17992526484862467,0.242639680859074,0.26026456408038,0.17992526484862467,0.242639680859074,0.26026456408038,0.17992526484862467,0.242639680859074,0.26026456408038,478821,6714.0,0.014221352362917772,0.9775280898876404,PRICE_UP_OI_UP,0.4931884775312695,,,,,,,missing_spot_benchmark,,missing_holdings,3570.0,0.004737053392211976,0.03872437357630987,3528.7,0.006302435031716768,0.07610619469026547,3448.8,0.0026321974148061146,0.06885438031057722,3412.15,0.000779664008944092,0.0713656387665198,0.02151077849866556,1.0,1.0,1.0,,0.9237134032141537,R/S,1.000021391971977,Katz,0.6951838194597033,black,0.8,1.0,1.0,,HEALTHY_TREND,HEALTHY_TREND,UNCHANGED,-0.006304824561403466,-0.006304824561403466,-0.006304824561403466,-0.016995614035087758,-0.01754385964912286,0.0,0.029057017543859587,-0.01754385964912286,0.029057017543859587,0.026315789473684292,-0.01754385964912286,0.03125,0.07291666666666674,-0.01754385964912286,0.08333333333333326,0.03125,-0.01754385964912286,HIGH_CONTINUE,HC_2020-05-19_HIGH_CONTINUE
2020-05-20,HC,3460.0,3467.0,3431.0,3446.0,3449.0,199099,,480220,1399.0,SINA_PUBLIC_API,4,False,complete,HC2010,HC2010,False,HC2010,,forward_additive,179.0,3625.0,-0.006630152781781473,-0.006304824561403466,none,True,HC2010,3446.0,HC2101,3342.0,104.0,-0.030179918746372606,0.030179918746372606,-0.006304824561403466,58.07142857142857,0.1590034761198041,0.12854915533466568,0.14031725436840298,0.18255909215324678,0.29811754138943675,-0.4201373274344503,-0.09650023980806056,0.5880261531737598,-2.09788075532691,11.494798539794086,,,,,,,insufficient_sample,-0.006304824561403466,-0.12764205325281364,1,,missing_turnover,0.12510916856238996,0.14896077117138706,0.1925655498125916,0.17994000670128102,0.24260725491885007,0.260079117215386,0.17994000670128102,0.24260725491885007,0.260079117215386,0.17994000670128102,0.24260725491885007,0.260079117215386,480220,1399.0,0.002921759906102661,0.9777777777777777,PRICE_DOWN_OI_UP,0.41459955853567115,,,,,,,missing_spot_benchmark,,missing_holdings,3591.8,0.004941230172315425,0.03100113765642787,3548.5,0.0065543234669227955,0.05777648088707332,3459.35,0.0028706310110250934,0.06180433509080263,3414.983333333333,0.000828212139923723,0.04920405209840806,0.01555005388372721,0.95,0.9833333333333333,0.9555555555555556,,0.9180762104780528,R/S,1.0000211517412818,Katz,0.8709699103144682,black,0.8,1.0,1.0,,HEALTHY_TREND,HEALTHY_TREND,UNCHANGED,0.006344827586206803,0.006344827586206803,0.006344827586206803,-0.007448275862068976,-0.011310344827586194,0.006344827586206803,0.021793103448275897,-0.011310344827586194,0.035586206896551786,0.02924137931034476,-0.011310344827586194,0.03779310344827591,0.08441379310344832,-0.011310344827586194,0.0902068965517242,0.03779310344827591,-0.011310344827586194,HIGH_CONTINUE,HC_2020-05-20_HIGH_CONTINUE
2020-05-21,HC,3446.0,3477.0,3441.0,3469.0,3458.0,203754,,481984,1764.0,SINA_PUBLIC_API,4,False,complete,HC2010,HC2010,False,HC2010,,forward_additive,179.0,3648.0,0.006674405107370829,0.006344827586206803,none,True,HC2010,3469.0,HC2101,3363.0,106.0,-0.030556356298645143,0.030556356298645143,0.006344827586206803,56.5,0.15475104085511526,0.1134532417887688,0.13746193828996187,0.18224627265672938,0.14849651483035495,-0.2876190631748719,-0.09080443952328418,0.6101075408449737,-2.116419259059801,11.629416191770403,,,,,,,insufficient_sample,0.0,-0.12764205325281364,0,,missing_turnover,0.12510916856238996,0.14642886939160327,0.1912598557796102,0.17994000670128102,0.2425514509376172,0.25845062799797897,0.1799547485539374,0.24257482897862614,0.25989367035039196,0.1799547485539374,0.24257482897862614,0.25989367035039196,481984,1764.0,0.0036733163966515825,0.978021978021978,PRICE_UP_OI_UP,0.42274017394768293,,,,,,,missing_spot_benchmark,,missing_holdings,3616.8,0.005909479077711355,0.03548112404200965,3564.9,0.006469361751419012,0.04707233065442029,3471.9,0.0032371363343675075,0.07388872534589352,3417.7166666666667,0.000877712852713719,0.04707233065442029,0.017008942705536267,1.0,1.0,1.0,,0.9180762104780528,R/S,1.0000209110561986,Katz,0.8491314450452281,black,0.6,1.0,1.0,,HEALTHY_TREND,HEALTHY_TREND,UNCHANGED,-0.014802631578947345,-0.014802631578947345,-0.014802631578947345,-0.006030701754385914,-0.01754385964912286,-0.006030701754385914,0.004934210526315708,-0.01754385964912286,0.029057017543859587,0.04139254385964919,-0.01754385964912286,0.04139254385964919,0.07346491228070184,-0.01754385964912286,0.08333333333333326,0.04139254385964919,-0.01754385964912286,HIGH_CONTINUE,HC_2020-05-21_HIGH_CONTINUE
2020-05-22,HC,3466.0,3498.0,3411.0,3415.0,3451.0,317980,,477783,-4201.0,SINA_PUBLIC_API,4,False,complete,HC2010,HC2010,False,HC2010,,forward_additive,179.0,3594.0,-0.015566445661573947,-0.014802631578947345,none,True,HC2010,3415.0,HC2101,3310.0,105.0,-0.03074670571010249,0.03074670571010249,-0.014802631578947345,60.92857142857143,0.2201987496085057,0.14873087390700424,0.14498235033864942,0.18502675181000136,-0.0780044308118495,-0.06321961870967582,-0.05575010367061256,0.44001095782856975,-2.0626971451614105,11.295335308526193,,,,,,,insufficient_sample,-0.014802631578947345,-0.12764205325281364,1,,missing_turnover,0.12510916856238996,0.14551608327773594,0.19043228490192463,0.17994000670128102,0.242399762536111,0.2582727712581885,0.18007987700656794,0.2425514509376172,0.25973333231123497,0.18007987700656794,0.2425514509376172,0.25973333231123497,477783,-4201.0,-0.008716056964546581,0.9456521739130435,PRICE_DOWN_OI_DOWN,0.6655322604613392,,,,,,,missing_spot_benchmark,,missing_holdings,3626.8,0.00603306254615692,0.014108352144469594,3573.7,0.005692413951882092,0.02509982886480322,3483.4,0.003419127845015124,0.06837098692033283,3419.45,0.0008674326050880588,0.029799426934097317,-0.0029843945856136145,0.8,0.9333333333333333,0.9021739130434783,,0.9180762104780528,R/S,1.0000209070914134,Katz,1.190091418967466,black,0.6,1.0,1.0,,HEALTHY_TREND,HEALTHY_TREND,UNCHANGED,-0.0027824151363383676,-0.0027824151363383676,-0.0027824151363383676,0.035336672231496946,-0.0027824151363383676,0.035336672231496946,0.027824151363383454,-0.0027824151363383676,0.04451864218141344,0.06789092932665564,-0.0027824151363383676,0.06789092932665564,0.10350584307178634,-0.0027824151363383676,0.10350584307178634,0.06789092932665564,-0.0027824151363383676,HIGH_CONTINUE,HC_2020-05-22_HIGH_CONTINUE
2020-05-27,HC,3409.0,3436.0,3384.0,3419.0,3406.0,204039,,453344,-2008.0,SINA_PUBLIC_API,4,False,complete,HC2010,HC2010,False,HC2010,,forward_additive,179.0,3598.0,0.0035221602582917733,0.003346346904629094,none,True,HC2010,3419.0,HC2101,3308.0,111.0,-0.0324656332260895,0.0324656332260895,0.003346346904629094,57.42857142857143,0.12990525866797029,0.15104192893038948,0.13618752736939935,0.18363002382329202,0.15234061703463547,0.33880819353678027,-0.11774355985902275,0.5493704792074834,-2.093226518274348,11.717440362989263,,,,,,,insufficient_sample,-0.013706140350877138,-0.12764205325281364,4,,missing_turnover,0.12510916856238996,0.14167917815067987,0.1844326320206373,0.17994000670128102,0.24135246488891976,0.2507805497106659,0.18045526236445952,0.24227145217561377,0.259252318193764,0.18045526236445952,0.24227145217561377,0.259252318193764,453344,-2008.0,-0.004409775294717089,0.8105263157894737,PRICE_UP_OI_DOWN,0.45007543940142586,,,,,,,missing_spot_benchmark,,missing_holdings,3602.0,0.0005679603541399736,-0.007448275862068976,3596.9,0.002727913202761734,0.023321956769055685,3516.4,0.003298307485510277,0.06892453951277488,3425.7833333333333,0.0006325067472266799,0.046843177189409335,-0.024679410740262697,0.8,0.9333333333333333,0.9157894736842105,,0.9180762104780528,R/S,1.0000201177049568,Katz,0.7074292970357543,black,0.6,1.0,1.0,,HEALTHY_TREND,HEALTHY_TREND,UNCHANGED,0.0077821011673151474,0.0077821011673151474,0.0077821011673151474,0.029460811561978772,0.0077821011673151474,0.04335742078932747,0.026959421901056047,0.0077821011673151474,0.04335742078932747,0.05141745414118959,0.0077821011673151474,0.06670372429127291,0.09672040022234585,0.0077821011673151474,0.11700944969427463,0.06670372429127291,0.0077821011673151474,HIGH_CONTINUE,HC_2020-05-27_HIGH_CONTINUE
2020-05-28,HC,3420.0,3452.0,3414.0,3447.0,3433.0,292319,,463235,9891.0,SINA_PUBLIC_API,4,False,complete,HC2010,HC2010,False,HC2010,,forward_additive,179.0,3626.0,0.008189529102076598,0.0077821011673151474,none,True,HC2010,3447.0,HC2101,3318.0,129.0,-0.03742384682332463,0.03742384682332463,0.0077821011673151474,56.642857142857146,0.1356252742173257,0.1534365978802142,0.1335094822067298,0.1801469150206106,-0.02602523410873541,0.5657385306771588,-0.16240499110660536,0.737362378133332,-2.109559304979764,11.819166507222915,,,,,,,insufficient_sample,-0.006030701754385914,-0.12764205325281364,5,,missing_turnover,0.12510916856238996,0.13932242900725783,0.17001447061932762,0.17994000670128102,0.24079065625443932,0.24793596014028027,0.180050831787274,0.24219529796970413,0.259091980154607,0.180050831787274,0.24219529796970413,0.259091980154607,463235,9891.0,0.021817868991317768,0.875,PRICE_UP_OI_UP,0.6310382419290425,,,,,,,missing_spot_benchmark,,missing_holdings,3597.6,-0.0010617120106171329,-0.006030701754385914,3607.2,0.0023731380964402858,0.02923644621061605,3530.2,0.003358391658745896,0.08238805970149254,3429.9333333333334,0.0007149022495525958,0.07373408350607047,-0.02662771667975905,0.9,0.9666666666666667,0.9479166666666666,,0.9180762104780528,R/S,1.0000199269911652,Katz,0.7528592660152345,black,0.6,1.0,1.0,,HEALTHY_TREND,HEALTHY_TREND,UNCHANGED,0.026199669056811814,0.026199669056811814,0.026199669056811814,0.01103143960286812,0.01103143960286812,0.03530060672917812,0.025096525096525157,0.01103143960286812,0.03530060672917812,0.031163816878102546,0.01103143960286812,0.05846662989520124,0.08273579702151124,0.01103143960286812,0.10838389409817983,0.05846662989520124,0.01103143960286812,HIGH_CONTINUE,HC_2020-05-28_HIGH_CONTINUE
2020-05-29,HC,3470.0,3545.0,3447.0,3542.0,3499.0,431396,,498143,34908.0,SINA_PUBLIC_API,4,False,complete,HC2010,HC2010,False,HC2010,,forward_additive,179.0,3721.0,0.027560197272991083,0.026199669056811814,none,True,HC2010,3542.0,HC2101,3392.0,150.0,-0.042348955392433656,0.042348955392433656,0.026199669056811814,61.42857142857143,0.18095904179956013,0.19313862999772433,0.14889033314491926,0.17951543588303132,0.2518250378156465,0.7956640196008604,-0.18398044168421837,0.7120695190583912,-1.9853899306204112,11.152533298749235,,,,,,,insufficient_sample,0.0,-0.12764205325281364,0,,missing_turnover,0.12510916856238996,0.13932242900725783,0.15284393444422015,0.17977814061293948,0.23979040345751373,0.24667846526257878,0.17989578114331192,0.24211914376379448,0.25893164211544994,0.17989578114331192,0.24211914376379448,0.25893164211544994,498143,34908.0,0.0753570002266668,1.0,PRICE_UP_OI_UP,0.8660083550305836,,,,,,,missing_spot_benchmark,,missing_holdings,3623.0,-0.00020955111944414017,0.035336672231496946,3624.9,0.0028653776198337864,0.04994356659142207,3549.85,0.003815237985875841,0.11808894230769229,3434.133333333333,0.000858812577071344,0.07264341308734501,0.0058144366545738735,1.0,1.0,1.0,,0.9180762104780528,R/S,1.0000204199277718,Katz,1.0080416812594848,black,0.6,1.0,1.0,,HEALTHY_TREND,HEALTHY_TREND,UNCHANGED,0.0018812147272238011,0.0018812147272238011,0.0018812147272238011,-0.007256113947863518,-0.014780972856758945,0.008868583714055411,0.01101854340231112,-0.014780972856758945,0.01101854340231112,0.009674818597151358,-0.014780972856758945,0.03144316044074169,0.055630206933620086,-0.014780972856758945,0.08008599838753017,0.03144316044074169,-0.014780972856758945,HIGH_CONTINUE,HC_2020-05-29_HIGH_CONTINUE
2020-06-01,HC,3535.0,3577.0,3525.0,3549.0,3549.0,493203,,508111,9968.0,SINA_PUBLIC_API,4,False,complete,HC2010,HC2010,False,HC2010,,forward_additive,179.0,3728.0,0.0019762845849802257,0.0018812147272238011,none,True,HC2010,3549.0,HC2101,3403.0,146.0,-0.04113834883065652,0.04113834883065652,0.0018812147272238011,63.714285714285715,0.16757636516462684,0.17078466069717915,0.14920698514501138,0.1792527490458978,0.26770054994903564,0.767993393247287,-0.20799276283550922,0.7408562754886965,-1.9982366337551225,11.299735819854721,,,,,,,insufficient_sample,0.0,-0.12764205325281364,0,,missing_turnover,0.12510916856238996,0.13932242900725783,0.14939764860814925,0.1794997429368207,0.23882318038129113,0.24581993742673605,0.179719761784071,0.24189403097199524,0.25877130407629295,0.179719761784071,0.24189403097199524,0.25877130407629295,508111,9968.0,0.020010318322248866,1.0,PRICE_UP_OI_UP,0.970659954222601,,,,,,,missing_spot_benchmark,,missing_holdings,3651.8,0.0017680534836178818,0.0401785714285714,3635.8,0.003043587524083424,0.030118817352859928,3569.35,0.00436574962068077,0.11683642899940083,3438.65,0.0010308826323558672,0.0783916690772346,0.010969464178721189,1.0,1.0,1.0,,0.9180762104780528,R/S,1.000020165985591,Katz,0.9348607820888637,black,0.6,1.0,1.0,,HEALTHY_TREND,HEALTHY_TREND,UNCHANGED,0.006974248927038573,0.006974248927038573,0.006974248927038573,-0.001877682403433445,-0.016630901287553623,0.006974248927038573,-0.0042918454935622075,-0.016630901287553623,0.009120171673819844,0.004828326180257525,-0.016630901287553623,0.029506437768240357,0.06410944206008584,-0.016630901287553623,0.07805793991416299,0.029506437768240357,-0.016630901287553623,HIGH_CONTINUE,HC_2020-06-01_HIGH_CONTINUE
